imie,nazwisko,miasto,ulica,nr_domu,nr_mieszkania
Bartek,Nowak,Bydgoszcz,Stara,74,47
Kamil,Jakios,Chelmno,Nowsza,31,73
Amelia,Nijak,Plonsk,Starsza,95,127
Jan,Nijak,Warszawa,Nowsza,78,94
Bartek,Nowak,Bydgoszcz,Stara,20,92
Kamil,Jakios,Chelmno,Nowsza,80,63
Amelia,Nijak,Plonsk,Starsza,78,114
Bartek,Nowak,Chelmno,Nowsza,30,11
Amelia,Nowak,Chelmno,Nowsza,10,103
Jan,Abac,Warszawa,Nowa,89,145
Bartek,Nowak,Bydgoszcz,Stara,27,89
Kamil,Jakios,Chelmno,Nowsza,37,82
Amelia,Nijak,Plonsk,Starsza,52,8
Amelia,Nowak,Plonsk,Starsza,66,88
Bartek,Nowak,Bydgoszcz,Stara,72,8
Kamil,Jakios,Chelmno,Nowsza,31,119
Amelia,Nijak,Plonsk,Starsza,44,20
Kamil,Nowak,Bydgoszcz,Nowa,1,24
Kamil,Abac,Plonsk,Nowsza,88,36
Jan,Abac,Warszawa,Nowa,29,49
Bartek,Nowak,Bydgoszcz,Stara,62,100
Kamil,Jakios,Chelmno,Nowsza,83,77
Amelia,Nijak,Plonsk,Starsza,60,22
Jan,Nowak,Bydgoszcz,Nowa,33,103
Bartek,Nowak,Bydgoszcz,Stara,24,128
Kamil,Jakios,Chelmno,Nowsza,96,57
Amelia,Nijak,Plonsk,Starsza,18,93
Amelia,Abac,Chelmno,Nowsza,81,121
Jan,Jakios,Chelmno,Stara,50,12
Jan,Abac,Warszawa,Nowa,71,131
Bartek,Nowak,Bydgoszcz,Stara,68,135
Kamil,Jakios,Chelmno,Nowsza,7,14
Amelia,Nijak,Plonsk,Starsza,96,34
Bartek,Nijak,Bydgoszcz,Nowsza,88,88
Bartek,Nowak,Bydgoszcz,Stara,2,92
Kamil,Jakios,Chelmno,Nowsza,63,36
Amelia,Nijak,Plonsk,Starsza,100,69
Jan,Nijak,Bydgoszcz,Nowsza,35,28
Bartek,Jakios,Chelmno,Starsza,7,27
Jan,Abac,Warszawa,Nowa,45,102
Bartek,Nowak,Bydgoszcz,Stara,41,86
Kamil,Jakios,Chelmno,Nowsza,20,43
Amelia,Nijak,Plonsk,Starsza,36,12
Bartek,Abac,Bydgoszcz,Stara,32,1
Bartek,Nowak,Bydgoszcz,Stara,52,48
Kamil,Jakios,Chelmno,Nowsza,86,84
Amelia,Nijak,Plonsk,Starsza,69,73
Kamil,Nowak,Warszawa,Stara,49,98
Kamil,Jakios,Warszawa,Starsza,96,9
Jan,Abac,Warszawa,Nowa,75,131
Bartek,Nowak,Bydgoszcz,Stara,20,74
Kamil,Jakios,Chelmno,Nowsza,49,40
Amelia,Nijak,Plonsk,Starsza,24,26
Amelia,Nowak,Plonsk,Stara,81,9
Bartek,Nowak,Bydgoszcz,Stara,62,76
Kamil,Jakios,Chelmno,Nowsza,57,104
Amelia,Nijak,Plonsk,Starsza,24,132
Kamil,Jakios,Warszawa,Starsza,27,8
Jan,Abac,Chelmno,Nowa,13,86
Jan,Abac,Warszawa,Nowa,43,14
Bartek,Nowak,Bydgoszcz,Stara,27,148
Kamil,Jakios,Chelmno,Nowsza,84,26
Amelia,Nijak,Plonsk,Starsza,86,140
Jan,Nijak,Warszawa,Stara,69,78
Bartek,Nowak,Bydgoszcz,Stara,93,48
Kamil,Jakios,Chelmno,Nowsza,39,89
Amelia,Nijak,Plonsk,Starsza,94,37
Bartek,Abac,Plonsk,Nowa,50,107
Amelia,Nijak,Warszawa,Starsza,46,107
Jan,Abac,Warszawa,Nowa,49,70
Bartek,Nowak,Bydgoszcz,Stara,56,35
Kamil,Jakios,Chelmno,Nowsza,27,140
Amelia,Nijak,Plonsk,Starsza,60,92
Jan,Nijak,Chelmno,Nowsza,44,103
Bartek,Nowak,Bydgoszcz,Stara,59,95
Kamil,Jakios,Chelmno,Nowsza,36,7
Amelia,Nijak,Plonsk,Starsza,25,109
Kamil,Abac,Chelmno,Stara,7,5
Amelia,Nijak,Plonsk,Starsza,65,61
Jan,Abac,Warszawa,Nowa,9,43
Bartek,Nowak,Bydgoszcz,Stara,16,144
Kamil,Jakios,Chelmno,Nowsza,18,6
Amelia,Nijak,Plonsk,Starsza,3,81
Kamil,Nowak,Plonsk,Stara,68,68
Bartek,Nowak,Bydgoszcz,Stara,80,78
Kamil,Jakios,Chelmno,Nowsza,80,104
Amelia,Nijak,Plonsk,Starsza,63,56
Amelia,Nijak,Bydgoszcz,Starsza,72,16
Jan,Nowak,Plonsk,Starsza,3,22
Jan,Abac,Warszawa,Nowa,21,18
Bartek,Nowak,Bydgoszcz,Stara,23,128
Kamil,Jakios,Chelmno,Nowsza,16,145
Amelia,Nijak,Plonsk,Starsza,77,91
Kamil,Nijak,Chelmno,Starsza,44,19
Bartek,Nowak,Bydgoszcz,Stara,14,73
Kamil,Jakios,Chelmno,Nowsza,75,19
Amelia,Nijak,Plonsk,Starsza,38,94
Bartek,Nowak,Bydgoszcz,Starsza,36,125
Kamil,Abac,Plonsk,Nowsza,95,11
Jan,Abac,Warszawa,Nowa,74,85
Bartek,Nowak,Bydgoszcz,Stara,1,9
Kamil,Jakios,Chelmno,Nowsza,52,6
Amelia,Nijak,Plonsk,Starsza,99,23
Kamil,Jakios,Plonsk,Starsza,51,67
Bartek,Nowak,Bydgoszcz,Stara,38,70
Kamil,Jakios,Chelmno,Nowsza,74,118
Amelia,Nijak,Plonsk,Starsza,27,6
Jan,Nowak,Chelmno,Nowsza,3,35
Amelia,Jakios,Bydgoszcz,Starsza,23,35
Jan,Abac,Warszawa,Nowa,99,75
Bartek,Nowak,Bydgoszcz,Stara,44,101
Kamil,Jakios,Chelmno,Nowsza,39,47
Amelia,Nijak,Plonsk,Starsza,9,129
Kamil,Nijak,Chelmno,Nowa,14,78
Bartek,Nowak,Bydgoszcz,Stara,49,137
Kamil,Jakios,Chelmno,Nowsza,63,149
Amelia,Nijak,Plonsk,Starsza,66,59
Kamil,Nijak,Bydgoszcz,Nowa,26,95
Amelia,Nowak,Bydgoszcz,Stara,38,109
Jan,Abac,Warszawa,Nowa,57,115
Bartek,Nowak,Bydgoszcz,Stara,52,79
Kamil,Jakios,Chelmno,Nowsza,81,104
Amelia,Nijak,Plonsk,Starsza,92,131
Jan,Jakios,Bydgoszcz,Nowsza,89,57
Bartek,Nowak,Bydgoszcz,Stara,37,130
Kamil,Jakios,Chelmno,Nowsza,31,18
Amelia,Nijak,Plonsk,Starsza,99,44
Amelia,Nowak,Warszawa,Stara,67,36
Bartek,Nowak,Chelmno,Stara,40,21
Jan,Abac,Warszawa,Nowa,40,8
Bartek,Nowak,Bydgoszcz,Stara,22,132
Kamil,Jakios,Chelmno,Nowsza,33,73
Amelia,Nijak,Plonsk,Starsza,49,82
Kamil,Abac,Plonsk,Nowa,3,37
Bartek,Nowak,Bydgoszcz,Stara,83,123
Kamil,Jakios,Chelmno,Nowsza,9,34
Amelia,Nijak,Plonsk,Starsza,47,20
Bartek,Abac,Chelmno,Starsza,21,58
Kamil,Nowak,Chelmno,Stara,75,124
Jan,Abac,Warszawa,Nowa,60,84
Bartek,Nowak,Bydgoszcz,Stara,48,39
Kamil,Jakios,Chelmno,Nowsza,17,98
Amelia,Nijak,Plonsk,Starsza,82,97
Jan,Nijak,Warszawa,Nowa,89,4
Bartek,Nowak,Bydgoszcz,Stara,70,79
Kamil,Jakios,Chelmno,Nowsza,49,28
Amelia,Nijak,Plonsk,Starsza,17,120
Amelia,Nijak,Bydgoszcz,Nowa,78,86
Amelia,Jakios,Warszawa,Starsza,21,128
Jan,Abac,Warszawa,Nowa,61,84
Bartek,Nowak,Bydgoszcz,Stara,9,18
Kamil,Jakios,Chelmno,Nowsza,77,75
Amelia,Nijak,Plonsk,Starsza,72,28
Amelia,Nowak,Chelmno,Stara,10,144
Bartek,Nowak,Bydgoszcz,Stara,13,112
Kamil,Jakios,Chelmno,Nowsza,35,105
Amelia,Nijak,Plonsk,Starsza,26,64
Kamil,Nijak,Chelmno,Starsza,9,16
Bartek,Nowak,Bydgoszcz,Stara,27,89
Jan,Abac,Warszawa,Nowa,13,5
Bartek,Nowak,Bydgoszcz,Stara,18,106
Kamil,Jakios,Chelmno,Nowsza,13,45
Amelia,Nijak,Plonsk,Starsza,34,55
Bartek,Abac,Warszawa,Stara,53,14
Bartek,Nowak,Bydgoszcz,Stara,1,132
Kamil,Jakios,Chelmno,Nowsza,82,101
Amelia,Nijak,Plonsk,Starsza,64,66
Bartek,Nowak,Warszawa,Nowa,61,17
Jan,Jakios,Plonsk,Nowsza,37,58
Jan,Abac,Warszawa,Nowa,31,2
Bartek,Nowak,Bydgoszcz,Stara,33,83
Kamil,Jakios,Chelmno,Nowsza,78,66
Amelia,Nijak,Plonsk,Starsza,93,90
Jan,Abac,Plonsk,Stara,88,96
Bartek,Nowak,Bydgoszcz,Stara,98,19
Kamil,Jakios,Chelmno,Nowsza,24,134
Amelia,Nijak,Plonsk,Starsza,6,110
Amelia,Nowak,Plonsk,Nowa,24,140
Jan,Abac,Chelmno,Nowa,88,89
Jan,Abac,Warszawa,Nowa,25,78
Bartek,Nowak,Bydgoszcz,Stara,27,4
Kamil,Jakios,Chelmno,Nowsza,91,28
Amelia,Nijak,Plonsk,Starsza,63,47
Bartek,Jakios,Chelmno,Starsza,89,134
Bartek,Nowak,Bydgoszcz,Stara,35,39
Kamil,Jakios,Chelmno,Nowsza,45,106
Amelia,Nijak,Plonsk,Starsza,57,26
Jan,Nijak,Bydgoszcz,Starsza,48,93
Amelia,Abac,Bydgoszcz,Nowa,10,51
Jan,Abac,Warszawa,Nowa,95,1
Bartek,Nowak,Bydgoszcz,Stara,31,72
Kamil,Jakios,Chelmno,Nowsza,72,89
Amelia,Nijak,Plonsk,Starsza,17,63
Amelia,Abac,Chelmno,Starsza,67,132
Bartek,Nowak,Bydgoszcz,Stara,81,102
Kamil,Jakios,Chelmno,Nowsza,32,121
Amelia,Nijak,Plonsk,Starsza,90,129
Kamil,Abac,Bydgoszcz,Nowsza,7,130
Amelia,Abac,Bydgoszcz,Starsza,3,10
Jan,Abac,Warszawa,Nowa,19,22
Bartek,Nowak,Bydgoszcz,Stara,28,14
Kamil,Jakios,Chelmno,Nowsza,76,40
Amelia,Nijak,Plonsk,Starsza,95,133
Bartek,Abac,Bydgoszcz,Stara,59,100
Bartek,Nowak,Bydgoszcz,Stara,8,47
Kamil,Jakios,Chelmno,Nowsza,63,119
Amelia,Nijak,Plonsk,Starsza,61,42
Jan,Abac,Bydgoszcz,Stara,74,7
Bartek,Abac,Warszawa,Nowsza,67,99
Jan,Abac,Warszawa,Nowa,52,83
Bartek,Nowak,Bydgoszcz,Stara,83,145
Kamil,Jakios,Chelmno,Nowsza,79,46
Amelia,Nijak,Plonsk,Starsza,3,132
Kamil,Nijak,Chelmno,Stara,19,98
Bartek,Nowak,Bydgoszcz,Stara,47,18
Kamil,Jakios,Chelmno,Nowsza,15,31
Amelia,Nijak,Plonsk,Starsza,66,56
Amelia,Nowak,Chelmno,Starsza,94,96
Jan,Nowak,Plonsk,Stara,71,74
Jan,Abac,Warszawa,Nowa,94,6
Bartek,Nowak,Bydgoszcz,Stara,76,146
Kamil,Jakios,Chelmno,Nowsza,10,38
Amelia,Nijak,Plonsk,Starsza,54,40
Bartek,Abac,Warszawa,Nowa,59,25
Bartek,Nowak,Bydgoszcz,Stara,88,117
Kamil,Jakios,Chelmno,Nowsza,52,107
Amelia,Nijak,Plonsk,Starsza,89,111
Kamil,Abac,Warszawa,Starsza,73,20
Jan,Nijak,Chelmno,Nowsza,70,16
Jan,Abac,Warszawa,Nowa,32,127
Bartek,Nowak,Bydgoszcz,Stara,34,1
Kamil,Jakios,Chelmno,Nowsza,8,109
Amelia,Nijak,Plonsk,Starsza,18,144
Jan,Abac,Warszawa,Nowsza,100,61
Bartek,Nowak,Bydgoszcz,Stara,83,134
Kamil,Jakios,Chelmno,Nowsza,95,138
Amelia,Nijak,Plonsk,Starsza,91,33
Kamil,Jakios,Plonsk,Nowsza,73,144
Amelia,Nowak,Warszawa,Nowsza,36,110
Jan,Abac,Warszawa,Nowa,62,114
Bartek,Nowak,Bydgoszcz,Stara,35,113
Kamil,Jakios,Chelmno,Nowsza,96,61
Amelia,Nijak,Plonsk,Starsza,68,91
Kamil,Jakios,Bydgoszcz,Nowsza,77,65
Bartek,Nowak,Bydgoszcz,Stara,55,74
Kamil,Jakios,Chelmno,Nowsza,23,104
Amelia,Nijak,Plonsk,Starsza,7,51
Jan,Nowak,Bydgoszcz,Starsza,27,101
Jan,Nijak,Chelmno,Nowsza,54,70
Jan,Abac,Warszawa,Nowa,32,63
Bartek,Nowak,Bydgoszcz,Stara,33,40
Kamil,Jakios,Chelmno,Nowsza,14,54
Amelia,Nijak,Plonsk,Starsza,36,49
Kamil,Nowak,Warszawa,Stara,81,128
Bartek,Nowak,Bydgoszcz,Stara,49,3
Kamil,Jakios,Chelmno,Nowsza,58,128
Amelia,Nijak,Plonsk,Starsza,66,135
Bartek,Nijak,Bydgoszcz,Stara,23,57
Bartek,Jakios,Plonsk,Starsza,40,128
Jan,Abac,Warszawa,Nowa,69,56
Bartek,Nowak,Bydgoszcz,Stara,50,15
Kamil,Jakios,Chelmno,Nowsza,26,55
Amelia,Nijak,Plonsk,Starsza,83,31
Kamil,Nowak,Chelmno,Stara,64,24
Bartek,Nowak,Bydgoszcz,Stara,1,137
Kamil,Jakios,Chelmno,Nowsza,98,2
Amelia,Nijak,Plonsk,Starsza,4,68
Kamil,Nowak,Plonsk,Nowa,100,101
Kamil,Abac,Bydgoszcz,Nowsza,58,143
Jan,Abac,Warszawa,Nowa,51,20
Bartek,Nowak,Bydgoszcz,Stara,41,34
Kamil,Jakios,Chelmno,Nowsza,52,98
Amelia,Nijak,Plonsk,Starsza,7,45
Jan,Abac,Warszawa,Nowa,76,118
Bartek,Nowak,Bydgoszcz,Stara,38,101
Kamil,Jakios,Chelmno,Nowsza,2,132
Amelia,Nijak,Plonsk,Starsza,36,140
Amelia,Jakios,Chelmno,Nowsza,32,148
Jan,Abac,Chelmno,Nowsza,34,53
Jan,Abac,Warszawa,Nowa,60,143
Bartek,Nowak,Bydgoszcz,Stara,13,9
Kamil,Jakios,Chelmno,Nowsza,20,132
Amelia,Nijak,Plonsk,Starsza,12,49
Amelia,Abac,Chelmno,Starsza,44,37
Bartek,Nowak,Bydgoszcz,Stara,57,119
Kamil,Jakios,Chelmno,Nowsza,32,139
Amelia,Nijak,Plonsk,Starsza,33,77
Kamil,Nowak,Chelmno,Nowsza,94,113
Kamil,Jakios,Warszawa,Stara,4,29
Jan,Abac,Warszawa,Nowa,96,110
Bartek,Nowak,Bydgoszcz,Stara,100,98
Kamil,Jakios,Chelmno,Nowsza,22,65
Amelia,Nijak,Plonsk,Starsza,34,70
Kamil,Abac,Plonsk,Stara,91,47
Bartek,Nowak,Bydgoszcz,Stara,87,104
Kamil,Jakios,Chelmno,Nowsza,26,11
Amelia,Nijak,Plonsk,Starsza,17,118
Bartek,Abac,Bydgoszcz,Stara,71,138
Bartek,Nowak,Bydgoszcz,Nowsza,14,57
Jan,Abac,Warszawa,Nowa,24,6
Bartek,Nowak,Bydgoszcz,Stara,84,108
Kamil,Jakios,Chelmno,Nowsza,64,12
Amelia,Nijak,Plonsk,Starsza,24,90
Amelia,Abac,Plonsk,Nowsza,72,81
Bartek,Nowak,Bydgoszcz,Stara,64,103
Kamil,Jakios,Chelmno,Nowsza,95,88
Amelia,Nijak,Plonsk,Starsza,46,120
Jan,Nowak,Plonsk,Stara,26,26
Amelia,Jakios,Bydgoszcz,Nowa,86,101
Jan,Abac,Warszawa,Nowa,90,26
Bartek,Nowak,Bydgoszcz,Stara,50,144
Kamil,Jakios,Chelmno,Nowsza,54,117
Amelia,Nijak,Plonsk,Starsza,18,61
Jan,Nijak,Chelmno,Stara,46,112
Bartek,Nowak,Bydgoszcz,Stara,60,37
Kamil,Jakios,Chelmno,Nowsza,90,97
Amelia,Nijak,Plonsk,Starsza,79,49
Jan,Abac,Bydgoszcz,Nowa,40,84
Amelia,Jakios,Warszawa,Nowa,63,27
Jan,Abac,Warszawa,Nowa,88,26
Bartek,Nowak,Bydgoszcz,Stara,19,1
Kamil,Jakios,Chelmno,Nowsza,39,40
Amelia,Nijak,Plonsk,Starsza,54,20
Bartek,Nijak,Plonsk,Stara,86,73
Bartek,Nowak,Bydgoszcz,Stara,4,82
Kamil,Jakios,Chelmno,Nowsza,80,126
Amelia,Nijak,Plonsk,Starsza,69,122
Amelia,Nijak,Warszawa,Starsza,42,71
Kamil,Nowak,Bydgoszcz,Stara,39,147
Jan,Abac,Warszawa,Nowa,95,67
Bartek,Nowak,Bydgoszcz,Stara,69,20
Kamil,Jakios,Chelmno,Nowsza,66,52
Amelia,Nijak,Plonsk,Starsza,36,111
Kamil,Jakios,Bydgoszcz,Starsza,1,128
Bartek,Nowak,Bydgoszcz,Stara,69,144
Kamil,Jakios,Chelmno,Nowsza,85,36
Amelia,Nijak,Plonsk,Starsza,82,136
Bartek,Abac,Plonsk,Nowa,17,105
Amelia,Nijak,Warszawa,Starsza,82,128
Jan,Abac,Warszawa,Nowa,52,117
Bartek,Nowak,Bydgoszcz,Stara,48,19
Kamil,Jakios,Chelmno,Nowsza,39,104
Amelia,Nijak,Plonsk,Starsza,85,88
Jan,Nijak,Warszawa,Stara,62,15
Bartek,Nowak,Bydgoszcz,Stara,63,98
Kamil,Jakios,Chelmno,Nowsza,16,130
Amelia,Nijak,Plonsk,Starsza,68,135
Kamil,Abac,Plonsk,Nowsza,96,112
Jan,Nowak,Warszawa,Stara,100,90
Jan,Abac,Warszawa,Nowa,51,31
Bartek,Nowak,Bydgoszcz,Stara,20,82
Kamil,Jakios,Chelmno,Nowsza,25,87
Amelia,Nijak,Plonsk,Starsza,21,101
Bartek,Nowak,Warszawa,Starsza,65,55
Bartek,Nowak,Bydgoszcz,Stara,78,77
Kamil,Jakios,Chelmno,Nowsza,42,51
Amelia,Nijak,Plonsk,Starsza,28,98
Amelia,Nowak,Warszawa,Starsza,72,137
Kamil,Nijak,Bydgoszcz,Stara,42,16
Jan,Abac,Warszawa,Nowa,83,49
Bartek,Nowak,Bydgoszcz,Stara,70,96
Kamil,Jakios,Chelmno,Nowsza,49,1
Amelia,Nijak,Plonsk,Starsza,91,115
Bartek,Nijak,Plonsk,Nowa,61,27
Bartek,Nowak,Bydgoszcz,Stara,37,149
Kamil,Jakios,Chelmno,Nowsza,27,30
Amelia,Nijak,Plonsk,Starsza,64,16
Jan,Abac,Chelmno,Stara,33,134
Bartek,Jakios,Plonsk,Starsza,56,58
Jan,Abac,Warszawa,Nowa,17,8
Bartek,Nowak,Bydgoszcz,Stara,41,77
Kamil,Jakios,Chelmno,Nowsza,70,130
Amelia,Nijak,Plonsk,Starsza,47,45
Bartek,Nijak,Chelmno,Nowa,44,125
Bartek,Nowak,Bydgoszcz,Stara,62,12
Kamil,Jakios,Chelmno,Nowsza,10,116
Amelia,Nijak,Plonsk,Starsza,50,104
Bartek,Nowak,Plonsk,Nowsza,67,67
Amelia,Nowak,Bydgoszcz,Starsza,54,29
Jan,Abac,Warszawa,Nowa,29,17
Bartek,Nowak,Bydgoszcz,Stara,44,65
Kamil,Jakios,Chelmno,Nowsza,25,20
Amelia,Nijak,Plonsk,Starsza,15,105
Jan,Abac,Plonsk,Stara,52,121
Bartek,Nowak,Bydgoszcz,Stara,99,127
Kamil,Jakios,Chelmno,Nowsza,44,84
Amelia,Nijak,Plonsk,Starsza,18,103
Amelia,Abac,Bydgoszcz,Stara,48,28
Jan,Nijak,Warszawa,Starsza,43,70
Jan,Abac,Warszawa,Nowa,72,71
Bartek,Nowak,Bydgoszcz,Stara,34,53
Kamil,Jakios,Chelmno,Nowsza,1,6
Amelia,Nijak,Plonsk,Starsza,71,98
Amelia,Nijak,Plonsk,Nowsza,46,144
Bartek,Nowak,Bydgoszcz,Stara,69,64
Kamil,Jakios,Chelmno,Nowsza,38,47
Amelia,Nijak,Plonsk,Starsza,55,1
Kamil,Nowak,Chelmno,Starsza,65,28
Kamil,Jakios,Plonsk,Nowsza,85,56
Jan,Abac,Warszawa,Nowa,9,16
Bartek,Nowak,Bydgoszcz,Stara,83,124
Kamil,Jakios,Chelmno,Nowsza,78,41
Amelia,Nijak,Plonsk,Starsza,76,93
Kamil,Nijak,Warszawa,Nowsza,56,144
Bartek,Nowak,Bydgoszcz,Stara,79,148
Kamil,Jakios,Chelmno,Nowsza,87,91
Amelia,Nijak,Plonsk,Starsza,16,60
Amelia,Abac,Chelmno,Starsza,12,102
Jan,Abac,Chelmno,Nowsza,58,11
Jan,Abac,Warszawa,Nowa,22,22
Bartek,Nowak,Bydgoszcz,Stara,6,49
Kamil,Jakios,Chelmno,Nowsza,88,48
Amelia,Nijak,Plonsk,Starsza,20,34
Amelia,Nowak,Warszawa,Nowa,94,28
Bartek,Nowak,Bydgoszcz,Stara,38,96
Kamil,Jakios,Chelmno,Nowsza,66,90
Amelia,Nijak,Plonsk,Starsza,92,148
Amelia,Jakios,Warszawa,Starsza,57,103
Amelia,Nijak,Plonsk,Nowsza,18,103
Jan,Abac,Warszawa,Nowa,72,97
Bartek,Nowak,Bydgoszcz,Stara,87,135
Kamil,Jakios,Chelmno,Nowsza,8,111
Amelia,Nijak,Plonsk,Starsza,75,69
Kamil,Nijak,Warszawa,Stara,83,144
Bartek,Nowak,Bydgoszcz,Stara,37,132
Kamil,Jakios,Chelmno,Nowsza,66,16
Amelia,Nijak,Plonsk,Starsza,53,130
Amelia,Jakios,Chelmno,Starsza,74,63
Amelia,Nijak,Chelmno,Starsza,13,17
Jan,Abac,Warszawa,Nowa,44,112
Bartek,Nowak,Bydgoszcz,Stara,47,70
Kamil,Jakios,Chelmno,Nowsza,68,150
Amelia,Nijak,Plonsk,Starsza,54,132
Bartek,Nijak,Bydgoszcz,Nowsza,91,31
Bartek,Nowak,Bydgoszcz,Stara,92,2
Kamil,Jakios,Chelmno,Nowsza,92,86
Amelia,Nijak,Plonsk,Starsza,100,70
Bartek,Abac,Warszawa,Nowsza,40,98
Jan,Jakios,Plonsk,Nowa,53,142
Jan,Abac,Warszawa,Nowa,80,116
Bartek,Nowak,Bydgoszcz,Stara,100,133
Kamil,Jakios,Chelmno,Nowsza,83,140
Amelia,Nijak,Plonsk,Starsza,6,90
Bartek,Abac,Warszawa,Stara,78,98
Bartek,Nowak,Bydgoszcz,Stara,70,36
Kamil,Jakios,Chelmno,Nowsza,24,35
Amelia,Nijak,Plonsk,Starsza,89,112
Kamil,Abac,Bydgoszcz,Nowa,19,15
Jan,Abac,Bydgoszcz,Stara,94,89
Jan,Abac,Warszawa,Nowa,44,140
Bartek,Nowak,Bydgoszcz,Stara,1,128
Kamil,Jakios,Chelmno,Nowsza,65,93
Amelia,Nijak,Plonsk,Starsza,75,102
Amelia,Nijak,Chelmno,Nowa,52,31
Bartek,Nowak,Bydgoszcz,Stara,89,95
Kamil,Jakios,Chelmno,Nowsza,13,113
Amelia,Nijak,Plonsk,Starsza,41,148
Kamil,Nowak,Plonsk,Starsza,97,25
Bartek,Abac,Chelmno,Nowsza,35,79
Jan,Abac,Warszawa,Nowa,87,8
Bartek,Nowak,Bydgoszcz,Stara,86,61
Kamil,Jakios,Chelmno,Nowsza,65,33
Amelia,Nijak,Plonsk,Starsza,89,95
Amelia,Nowak,Warszawa,Nowa,96,27
Bartek,Nowak,Bydgoszcz,Stara,60,142
Kamil,Jakios,Chelmno,Nowsza,71,125
Amelia,Nijak,Plonsk,Starsza,21,139
Bartek,Jakios,Bydgoszcz,Nowa,4,56
Amelia,Jakios,Plonsk,Nowsza,25,52
Jan,Abac,Warszawa,Nowa,31,103
Bartek,Nowak,Bydgoszcz,Stara,79,63
Kamil,Jakios,Chelmno,Nowsza,1,120
Amelia,Nijak,Plonsk,Starsza,23,47
Kamil,Abac,Bydgoszcz,Nowa,97,7
Bartek,Nowak,Bydgoszcz,Stara,69,78
Kamil,Jakios,Chelmno,Nowsza,28,111
Amelia,Nijak,Plonsk,Starsza,3,70
Bartek,Jakios,Chelmno,Stara,30,49
Bartek,Jakios,Plonsk,Nowsza,67,77
Jan,Abac,Warszawa,Nowa,59,28
Bartek,Nowak,Bydgoszcz,Stara,93,11
Kamil,Jakios,Chelmno,Nowsza,41,1
Amelia,Nijak,Plonsk,Starsza,24,137
Amelia,Abac,Chelmno,Nowsza,9,27
Bartek,Nowak,Bydgoszcz,Stara,69,128
Kamil,Jakios,Chelmno,Nowsza,23,120
Amelia,Nijak,Plonsk,Starsza,62,149
Amelia,Jakios,Chelmno,Stara,17,140
Jan,Nijak,Warszawa,Nowsza,4,34
Jan,Abac,Warszawa,Nowa,99,114
Bartek,Nowak,Bydgoszcz,Stara,50,8
Kamil,Jakios,Chelmno,Nowsza,33,109
Amelia,Nijak,Plonsk,Starsza,68,135
Kamil,Nowak,Bydgoszcz,Stara,84,126
Bartek,Nowak,Bydgoszcz,Stara,9,39
Kamil,Jakios,Chelmno,Nowsza,80,148
Amelia,Nijak,Plonsk,Starsza,65,117
Kamil,Nijak,Plonsk,Starsza,45,53
Amelia,Nijak,Bydgoszcz,Starsza,34,78
Jan,Abac,Warszawa,Nowa,67,114
Bartek,Nowak,Bydgoszcz,Stara,24,122
Kamil,Jakios,Chelmno,Nowsza,82,24
Amelia,Nijak,Plonsk,Starsza,30,92
Bartek,Jakios,Chelmno,Nowsza,89,81
Bartek,Nowak,Bydgoszcz,Stara,24,111
Kamil,Jakios,Chelmno,Nowsza,64,44
Amelia,Nijak,Plonsk,Starsza,90,137
Kamil,Nowak,Chelmno,Nowsza,72,67
Kamil,Nijak,Plonsk,Stara,33,27
Jan,Abac,Warszawa,Nowa,18,84
Bartek,Nowak,Bydgoszcz,Stara,59,97
Kamil,Jakios,Chelmno,Nowsza,8,139
Amelia,Nijak,Plonsk,Starsza,51,128
Kamil,Abac,Chelmno,Nowsza,20,7
Bartek,Nowak,Bydgoszcz,Stara,42,81
Kamil,Jakios,Chelmno,Nowsza,42,87
Amelia,Nijak,Plonsk,Starsza,71,85
Jan,Nijak,Warszawa,Starsza,47,107
Kamil,Jakios,Chelmno,Nowa,91,72
Jan,Abac,Warszawa,Nowa,67,66
Bartek,Nowak,Bydgoszcz,Stara,41,104
Kamil,Jakios,Chelmno,Nowsza,5,45
Amelia,Nijak,Plonsk,Starsza,80,86
Bartek,Abac,Plonsk,Starsza,67,28
Bartek,Nowak,Bydgoszcz,Stara,100,83
Kamil,Jakios,Chelmno,Nowsza,18,129
Amelia,Nijak,Plonsk,Starsza,38,30
Jan,Nowak,Warszawa,Stara,7,2
Kamil,Nijak,Bydgoszcz,Nowsza,91,146
Jan,Abac,Warszawa,Nowa,86,82
Bartek,Nowak,Bydgoszcz,Stara,43,100
Kamil,Jakios,Chelmno,Nowsza,97,80
Amelia,Nijak,Plonsk,Starsza,76,146
Bartek,Jakios,Bydgoszcz,Stara,50,78
Bartek,Nowak,Bydgoszcz,Stara,70,9
Kamil,Jakios,Chelmno,Nowsza,29,107
Amelia,Nijak,Plonsk,Starsza,3,79
Jan,Jakios,Plonsk,Nowa,87,34
Jan,Nowak,Bydgoszcz,Nowsza,33,82
Jan,Abac,Warszawa,Nowa,76,110
Bartek,Nowak,Bydgoszcz,Stara,73,68
Kamil,Jakios,Chelmno,Nowsza,75,44
Amelia,Nijak,Plonsk,Starsza,52,29
Amelia,Jakios,Chelmno,Starsza,57,139
Bartek,Nowak,Bydgoszcz,Stara,50,75
Kamil,Jakios,Chelmno,Nowsza,61,45
Amelia,Nijak,Plonsk,Starsza,3,94
Kamil,Jakios,Warszawa,Nowsza,76,144
